i,x,y
82228,6738,4554
82229,6658,4401
82230,6743,4560
82231,6775,4517
82232,6754,4551
82233,6738,4556
82234,6710,4592
82235,6719,4554
82236,6759,4547
82237,6775,4520
82238,6733,4554
82239,6728,4554
82240,6744,4563
82241,6776,4513
82242,6738,4563
82243,6789,4506
82244,6759,4558
82245,6719,4560
82246,6759,4553
82247,6780,4512
82248,6747,4569
82249,6710,4601
82250,6781,4528
82251,6476,4383
82252,6775,4530
82253,6785,4511
82254,6736,4571
82255,6795,4512
82256,6720,4568
82257,6750,4574
82258,6776,4532
82259,6787,4511
82260,6627,4415
82261,6799,4505
82262,6754,4568
82263,6710,4608
82264,6780,4529
82265,6769,4540
82266,6765,4561
82267,6717,4570
82268,6785,4533
82269,6732,4574
82270,6774,4535
82271,6791,4515
82272,6803,4504
82273,6745,4574
82274,6376,4470
82275,6381,4470
82276,6388,4470
82277,6388,4476
82278,6395,4470
82279,6395,4470
82280,6395,4476
82281,6395,4476
82282,6395,4455
82283,6395,4455
82284,6392,4455
82285,6395,4452
82286,6395,4452
82287,6392,4452
82288,6395,4448
82289,6395,4445
82290,6463,4475
82291,6943,2424
82292,6946,2424
82293,6921,2396
82294,6924,2394
82295,6918,2364
82296,6915,2366
82297,6912,2369
82298,6911,2363
82299,6913,2362
82300,6909,2362
82301,6908,2364
82302,6907,2367
82303,6904,2362
82304,6903,2360
82305,6898,2363
82306,6897,2362
82307,5562,3429
82308,5566,3425
82309,6904,2373
82310,2407,2169
82311,6580,7498
82312,6582,7498
82313,6580,7494
82314,6583,7502
82315,6579,7493
82316,6581,7492
82317,6583,7500
82318,6579,7491
82319,6577,7491
82320,6577,7490
82321,6575,7491
82322,6586,7495
82323,6588,7494
82324,6585,7492
82325,6583,7492
82326,6585,7489
82327,6584,7488
82328,6587,7489
82329,6583,7488
82330,5375,3189
82331,5377,3189
82332,5386,3182
82333,5386,3181
82334,5387,3183
82335,5392,3187
82336,5393,3181
82337,5394,3188
82338,7556,8744
82339,7555,8731
82340,7663,8673
82341,7638,8661
82342,7648,8655
82343,7648,8653
82344,7647,8653
82345,7622,8670
82346,7642,8651
82347,7642,8651
82348,7650,8648
82349,7639,8647
82350,7646,8645
82351,7656,8648
82352,7643,8646
82353,7635,8643
82354,7653,8637
82355,7630,8639
82356,7718,8713
82357,7654,8642
82358,7658,8635
82359,7678,8654
82360,7663,8633
82361,7660,8641
82362,7714,8704
82363,7637,8643
82364,7682,8641
82365,7667,8641
82366,7685,8641
82367,7689,8635
82368,7697,8665
82369,7729,8698
82370,7690,8651
82371,7603,8623
82372,7694,8660
82373,7694,8647
82374,7686,8620
82375,7599,8629
82376,7686,8625
82377,7753,8697
82378,7688,8627
82379,7595,8626
82380,7611,8613
82381,7609,8610
82382,7613,8610
82383,7736,8753
82384,7615,8609
82385,7614,8619
82386,7615,8612
82387,7709,8652
82388,7695,8625
82389,7607,8606
82390,7611,8635
82391,7703,8617
82392,7605,8608
82393,7606,8603
82394,7618,8616
82395,7616,8624
82396,7603,8615
82397,7608,8619
82398,7704,8619
82399,7623,8610
82400,7620,8620
82401,7602,8602
82402,7770,8689
82403,7599,8619
82404,7718,8648
82405,7708,8621
82406,7621,8613
82407,7627,8604
82408,7627,8613
82409,7622,8623
82410,7699,8623
82411,7751,8747
82412,7623,8616
82413,7598,8606
82414,7592,8616
82415,7624,8627
82416,7631,8615
82417,7745,8771
82418,7742,8674
82419,7624,8616
82420,7626,8619
82421,7742,8674
82422,7777,8685
82423,7627,8630
82424,7728,8643
82425,7635,8618
82426,7635,8609
82427,7628,8623
82428,7627,8619
82429,7698,8632
82430,7633,8596
82431,7629,8633
82432,7775,8680
82433,7780,8691
82434,7739,8667
82435,7630,8626
82436,7639,8621
82437,7785,8682
82438,7631,8623
82439,7734,8640
82440,7787,8682
82441,7769,8732
82442,7633,8628
82443,7642,8623
82444,7640,8602
82445,7711,8628
82446,7729,8679
82447,7785,8677
82448,7789,8680
82449,7788,8684
82450,7751,8785
82451,7637,8629
82452,7644,8625
82453,7634,8626
82454,7760,8764
82455,7789,8686
82456,6243,7067
82457,3217,5972
82458,4329,1852
82459,6282,7116
82460,6288,7116
82461,6291,7115
82462,7873,9149
82463,7887,9150
82464,7887,9144
82465,7891,9137
82466,7891,9142
82467,7897,9143
82468,7891,9119
82469,7892,9115
82470,7892,9112
82471,7898,9117
82472,7900,9117
82473,7900,9113
82474,7892,9105
82475,7900,9123
82476,7879,9119
82477,7880,9112
82478,7892,9100
82479,7878,9116
82480,7908,9113
82481,7876,9120
82482,7900,9130
82483,7873,9122
82484,7872,9116
82485,7913,9113
82486,7892,9092
82487,7918,9116
82488,7903,9107
82489,7869,9124
82490,7873,9127
82491,7868,9125
82492,7880,9100
82493,7913,9108
82494,7918,9113
82495,7871,9127
82496,7892,9087
82497,7918,9123
82498,7885,9100
82499,7918,9108
82500,7921,9108
82501,7918,9130
82502,7882,9087
82503,7918,9102
82504,7880,9087
82505,7918,9134
82506,7933,9113
82507,7934,9113
82508,7930,9111
82509,7931,9104
82510,7919,9139
82511,7927,9132
82512,7934,9110
82513,7934,9104
82514,7918,9091
82515,7926,9129
82516,7935,9104
82517,7914,9087
82518,7938,9108
82519,7930,9137
82520,7918,9146
82521,7918,9087
82522,7943,9114
82523,7934,9101
82524,7943,9111
82525,7902,9134
82526,7943,9104
82527,7946,9111
82528,7941,9111
82529,7900,9134
82530,7916,9080
82531,7930,9091
82532,7939,9137
82533,7952,9114
82534,7891,9051
82535,7905,9145
82536,7946,9101
82537,7949,9111
82538,7895,9051
82539,7951,9131
82540,7947,9107
82541,7948,9137
82542,7959,9121
82543,7927,9077
82544,7913,9069
82545,7935,9156
82546,7955,9108
82547,7946,9094
82548,7962,9108
82549,7955,9132
82550,7962,9123
82551,7955,9121
82552,7954,9137
82553,7950,9142
82554,7940,9155
82555,7938,9161
82556,7945,9153
82557,7954,9105
82558,7959,9101
82559,7890,9037
82560,7959,9101
82561,7959,9102
82562,7958,9137
82563,7947,9087
82564,7908,9051
82565,7950,9151
82566,7946,9158
82567,7943,9087
82568,7965,9132
82569,7947,9083
82570,7957,9094
82571,7951,9150
82572,7895,9067
82573,7966,9099
82574,7927,9063
82575,7946,9080
82576,7957,9148
82577,7948,9163
82578,7936,9144
82579,7951,9083
82580,2620,2438
82581,5919,3882
82582,5922,3884
82583,5918,3877
82584,5924,3885
82585,5926,3886
82586,6459,4572
82587,6463,4570
82588,6463,4573
82589,6467,4574
82590,6463,4576
82591,5096,2831
82592,5100,2830
82593,5099,2826
82594,5100,2823
82595,5103,2826
82596,5095,2826
82597,5098,2821
82598,5103,2822
82599,5103,2819
82600,2651,2477
82601,2654,2471
82602,2649,2467
82603,2663,2473
82604,2646,2470
82605,2643,2464
82606,2665,2464
82607,2671,2477
82608,2668,2465
82609,2672,2472
82610,2670,2482
82611,2668,2461
82612,2660,2461
82613,2670,2484
82614,2673,2466
82615,2658,2457
82616,2662,2482
82617,2673,2459
82618,2656,2468
82619,2669,2452
82620,2655,2453
82621,2662,2453
82622,2683,2473
82623,2685,2473
82624,2672,2452
82625,2652,2463
82626,2683,2477
82627,2674,2452
82628,2686,2467
82629,2652,2448
82630,2689,2474
82631,2659,2447
82632,2677,2453
82633,2664,2445
82634,2676,2447
82635,2686,2461
82636,2659,2442
82637,2653,2442
82638,2697,2476
82639,2652,2442
82640,2672,2442
82641,2655,2442
82642,2688,2454
82643,2668,2435
82644,2687,2488
82645,2688,2452
82646,2703,2476
82647,2699,2463
82648,2675,2433
82649,2669,2433
82650,2703,2471
82651,2684,2448
82652,2674,2432
82653,2689,2445
82654,2674,2432
82655,2703,2483
82656,2699,2458
82657,2705,2464
82658,2696,2490
82659,2704,2468
82660,2691,2445
82661,2700,2456
82662,2680,2437
82663,2692,2445
82664,2676,2427
82665,2696,2492
82666,2684,2443
82667,2679,2428
82668,2705,2459
82669,2674,2426
82670,2704,2491
82671,2679,2432
82672,2711,2483
82673,2686,2439
82674,2681,2429
82675,2695,2440
82676,2700,2449
82677,2680,2444
82678,2708,2459
82679,2706,2455
82680,2713,2460
82681,2682,2434
82682,2669,2425
82683,2683,2430
82684,2683,2430
82685,2683,2438
82686,2701,2445
82687,2687,2436
82688,2711,2478
82689,2715,2468
82690,2685,2430
82691,2709,2456
82692,2713,2457
82693,2710,2490
82694,2696,2434
82695,2717,2467
82696,2706,2450
82697,2701,2442
82698,2688,2433
82699,2707,2450
82700,2665,2423
82701,2684,2425
82702,2675,2416
82703,2715,2465
82704,2689,2430
82705,2706,2500
82706,2716,2465
82707,2715,2473
82708,2703,2449
82709,2716,2480
82710,2664,2426
82711,2671,2416
82712,2715,2451
82713,2711,2497
82714,2722,2469
82715,2697,2428
82716,2702,2435
82717,2680,2417
82718,6446,7325
82719,6450,7324
82720,6451,7329
82721,7817,9075
82722,6847,2297
82723,6853,2296
82724,6847,2286
82725,6848,2283
82726,6844,2279
82727,6840,2279
82728,5135,2879
82729,6469,7353
82730,6469,7351
82731,6469,7350
82732,6469,7349
82733,6468,7349
82734,6474,7347
82735,6907,2372
82736,6913,2379
82737,6445,7321
82738,7345,2931
82739,2989,2906
82740,2996,2903
82741,2996,2904
82742,6795,2226
82743,6795,2221
82744,6799,2228
82745,6801,2228
82746,5347,3147
82747,7967,9263
82748,7977,9262
82749,7976,9258
82750,7980,9256
82751,7970,9258
82752,7972,9248
82753,7987,9254
82754,7977,9246
82755,7967,9250
82756,7995,9251
82757,7966,9256
82758,7984,9242
82759,7992,9268
82760,8001,9249
82761,7991,9240
82762,8007,9247
82763,7999,9266
82764,7980,9232
82765,7996,9238
82766,8006,9263
82767,7986,9229
82768,8015,9244
82769,8004,9235
82770,7994,9230
82771,8013,9260
82772,8021,9242
82773,7993,9227
82774,8020,9241
82775,8021,9240
82776,8023,9240
82777,8010,9232
82778,8019,9237
82779,8000,9227
82780,7983,9218
82781,8025,9239
82782,8020,9258
82783,8023,9249
82784,8000,9224
82785,8028,9237
82786,8017,9231
82787,8031,9237
82788,7989,9215
82789,8026,9256
82790,8007,9222
82791,8021,9229
82792,8034,9237
82793,8023,9268
82794,8023,9227
82795,7995,9213
82796,8011,9220
82797,8013,9219
82798,8013,9220
82799,8027,9226
82800,8029,9266
82801,8043,9237
82802,8030,9225
82803,8018,9220
82804,8038,9248
82805,8002,9211
82806,8041,9234
82807,8021,9218
82808,7991,9202
82809,8050,9237
82810,8006,9209
82811,8009,9210
82812,8045,9246
82813,8045,9246
82814,8046,9246
82815,8037,9223
82816,8009,9208
82817,8027,9216
82818,8048,9232
82819,8052,9243
82820,8014,9208
82821,7999,9199
82822,8058,9237
82823,8017,9207
82824,8044,9220
82825,8043,9261
82826,8055,9230
82827,8034,9213
82828,7987,9191
82829,8039,9262
82830,8059,9241
82831,8005,9197
82832,8064,9237
82833,8049,9258
82834,8022,9205
82835,8050,9218
82836,8065,9239
82837,8060,9227
82838,8041,9211
82839,7981,9193
82840,8052,9217
82841,8053,9216
82842,8056,9256
82843,7994,9188
82844,8070,9237
82845,8047,9271
82846,8002,9189
82847,7984,9181
82848,8066,9225
82849,8030,9202
82850,8050,9213
82851,7975,9196
82852,8000,9186
82853,8037,9203
82854,8006,9187
82855,8039,9274
82856,8036,9201
82857,7977,9182
82858,8051,9207
82859,7990,9178
82860,8008,9186
82861,7981,9174
82862,8064,9213
82863,8060,9266
82864,8027,9194
82865,4429,7514
82866,4436,7502
82867,4439,7502
82868,4442,7501
82869,4445,7501
82870,4444,7498
82871,4447,7504
82872,4450,7509
82873,4439,7509
82874,4447,7482
82875,4448,7478
82876,4446,7476
82877,4461,7537
82878,4463,7545
82879,4461,7451
82880,4467,7547
82881,5563,3422
82882,5291,3074
82883,5303,3072
82884,5305,3072
82885,5302,3068
82886,5300,3069
82887,5298,3060
82888,5304,3061
82889,5298,3061
82890,5308,3061
82891,5297,3055
82892,5303,3055
82893,5292,3061
82894,5299,3067
82895,5354,3154
82896,5362,3151
82897,5367,3158
82898,5374,3154
82899,5373,3167
82900,6470,4581
82901,6473,4583
82902,6485,4583
82903,3276,6041
82904,5764,3678
82905,5763,3672
82906,5770,3674
82907,5763,3669
82908,5768,3668
82909,5763,3660
82910,5780,3669
82911,5763,3657
82912,5781,3664
82913,5771,3660
82914,5782,3660
82915,5778,3661
82916,5781,3655
82917,5786,3655
82918,5793,3655
82919,5787,3646
82920,5797,3655
82921,5791,3646
82922,5798,3646
82923,5806,3646
82924,5807,3648
82925,5812,3651
82926,5798,3638
82927,5813,3639
82928,5816,3653
82929,5799,3635
82930,5816,3645
82931,5820,3656
82932,5810,3655
82933,6487,7372
82934,4838,2495
82935,2708,2545
82936,2723,2542
82937,2720,2535
82938,3217,5964
82939,2562,2356
82940,2563,2354
82941,2566,2356
82942,2567,2351
82943,2566,2354
82944,2569,2350
82945,2569,2354
82946,2573,2356
82947,2573,2352
82948,2573,2354
82949,2573,2359
82950,2629,2442
82951,6228,7040
82952,6228,7038
82953,6229,7034
82954,6235,7034
82955,6946,2417
82956,5857,3795
82957,2805,5436
82958,7626,3284
82959,7630,3286
82960,7632,3284
82961,7635,3284
82962,7632,3291
82963,7635,3288
82964,7641,3286
82965,7641,3291
82966,7640,3290
82967,7646,3288
82968,7646,3293
82969,7651,3296
82970,7655,3288
82971,7658,3288
82972,7673,3312
82973,7683,3298
82974,5901,3851
82975,6460,7335
82976,5338,3131
82977,6577,7484
82978,6134,4148
82979,6135,4148
82980,6148,4141
82981,6150,4139
82982,6150,4143
82983,6164,4127
82984,6166,4127
82985,6165,4125
82986,6166,4122
82987,6163,4118
82988,6206,4148
82989,6231,4191
82990,5866,6575
82991,5869,6573
82992,5871,6578
82993,5861,6567
82994,5860,6563
82995,5894,6558
82996,5895,6558
82997,5879,6553
82998,5897,6557
82999,5891,6553
83000,5900,6563
83001,5893,6550
83002,5899,6569
83003,5903,6561
83004,5897,6549
83005,5908,6558
83006,5899,6553
83007,5907,6569
83008,5905,6574
83009,5884,6539
83010,5885,6538
83011,5912,6556
83012,5902,6550
83013,5886,6537
83014,5913,6566
83015,5885,6534
83016,5916,6559
83017,5905,6554
83018,5908,6581
83019,5881,6531
83020,5918,6553
83021,5906,6537
83022,5914,6549
83023,5910,6539
83024,5891,6530
83025,5922,6549
83026,5910,6591
83027,5911,6589
83028,5922,6560
83029,5910,6593
83030,5912,6546
83031,5910,6594
83032,5876,6522
83033,5915,6541
83034,5877,6522
83035,5925,6544
83036,5914,6526
83037,5917,6537
83038,5909,6551
83039,5928,6558
83040,5876,6517
83041,5922,6539
83042,5869,6526
83043,5871,6515
83044,5918,6523
83045,5928,6536
83046,5923,6534
83047,5923,6520
83048,5863,6529
83049,5908,6520
83050,5865,6519
83051,5931,6568
83052,5913,6518
83053,5929,6529
83054,5867,6507
83055,5927,6518
83056,5859,6532
83057,5859,6522
83058,5918,6515
83059,5889,6509
83060,5931,6515
83061,5861,6510
83062,5937,6525
83063,5863,6499
83064,5860,6508
83065,5862,6500
83066,5864,6498
83067,5866,6498
83068,5934,6519
83069,5858,6509
83070,5939,6580
83071,5929,6510
83072,5859,6510
83073,5858,6508
83074,5855,6514
83075,5859,6502
83076,5928,6507
83077,5864,6505
83078,5857,6503
83079,5938,6516
83080,5949,6558
83081,5932,6582
83082,5859,6489
83083,5936,6513
83084,5943,6536
83085,5853,6505
83086,5851,6506
83087,5929,6577
83088,5877,6491
83089,5853,6492
83090,5923,6498
83091,5848,6508
83092,5948,6534
83093,5951,6534
83094,5945,6596
83095,5932,6494
83096,5844,6510
83097,5922,6587
83098,5854,6479
83099,5961,6556
83100,5848,6495
83101,5854,6479
83102,5952,6510
83103,5845,6506
83104,5856,6478
83105,5954,6539
83106,5954,6510
83107,5846,6514
83108,6098,6872
83109,6679,7614
83110,6658,7588
83111,7878,9145
83112,6455,7326
83113,6487,4596
83114,6488,4596
83115,6497,4596
83116,6497,4592
83117,6494,4592
83118,6502,4592
83119,6509,4596
83120,6510,4590
83121,6515,4606
83122,6517,4590
83123,6527,4596
83124,6523,4612
83125,6532,4599
83126,6520,4617
83127,6542,4609
83128,6557,4625
83129,6537,4651
83130,6558,4673
83131,6609,4661
83132,6689,4674
83133,6679,4684
83134,6680,4688
83135,6681,4700
83136,6660,4680
83137,6685,4704
83138,6671,4700
83139,6651,4683
83140,6693,4705
83141,6691,4711
83142,6654,4689
83143,6664,4706
83144,6640,4694
83145,6649,4700
83146,6710,4726
83147,6633,4707
83148,6713,4730
83149,6710,4732
83150,6631,4717
83151,6644,4711
83152,6632,4724
83153,6721,4747
83154,6644,4718
83155,6693,4739
83156,6724,4752
83157,6640,4729
83158,6727,4744
83159,6689,4739
83160,6693,4743
83161,6694,4743
83162,6631,4736
83163,6642,4731
83164,6725,4756
83165,6728,4749
83166,6685,4740
83167,6691,4748
83168,6645,4733
83169,6691,4748
83170,6728,4755
83171,6627,4733
83172,6726,4761
83173,6733,4755
83174,6732,4751
83175,6687,4754
83176,6728,4766
83177,6620,4735
83178,6687,4755
83179,6684,4755
83180,6730,4766
83181,6655,4737
83182,6717,4763
83183,6619,4739
83184,6622,4722
83185,6657,4738
83186,6671,4740
83187,6619,4731
83188,6684,4759
83189,6734,4767
83190,6731,4772
83191,6714,4764
83192,6613,4735
83193,6679,4756
83194,6627,4717
83195,6735,4760
83196,6734,4770
83197,6737,4767
83198,6666,4742
83199,6732,4776
83200,6710,4765
83201,6665,4741
83202,6709,4766
83203,6656,4746
83204,6632,4714
83205,6665,4732
83206,6738,4773
83207,6736,4775
83208,6613,4744
83209,6661,4746
83210,6704,4756
83211,6665,4721
83212,6660,4757
83213,6741,4787
83214,6710,4780
83215,6704,4752
83216,6701,4761
83217,6665,4756
83218,6736,4787
83219,6705,4781
83220,6665,4764
83221,6704,4782
83222,6738,4795
83223,6703,4766
83224,6662,4766
83225,6710,4789
83226,6710,4788
83227,6700,4782
83228,6735,4792
83229,6654,4780
83230,6735,4799
83231,5987,3958
83232,8004,9303
83233,8003,9300
83234,8001,9297
83235,8000,9294
83236,8015,9303
83237,8016,9307
83238,8014,9300
83239,5108,2835
83240,3097,3036
83241,6577,7480
83242,2216,1911
83243,2209,1896
83244,2207,1894
83245,2182,1856
83246,2175,1783
83247,2164,1780
83248,2375,1977
83249,2386,1985
83250,2389,1984
83251,2394,1986
83252,2385,1980
83253,2395,1982
83254,2394,1988
83255,2383,1979
83256,2394,1990
83257,2382,1979
83258,2390,1971
83259,2405,1989
83260,2241,1802
83261,2391,1970
83262,2406,1974
83263,2241,1803
83264,2392,1971
83265,2389,1969
83266,2387,1973
83267,2392,1968
83268,2407,1969
83269,2385,1968
83270,2400,1972
83271,2383,1968
83272,2386,1966
83273,2384,1970
83274,2402,1970
83275,2407,1964
83276,2379,1967
83277,2416,2004
83278,2255,1808
83279,2417,2002
83280,2375,1966
83281,2419,1999
83282,2420,2009
83283,2372,1968
83284,2421,2011
83285,2369,1964
83286,2422,2003
83287,2414,1997
83288,2424,1997
83289,2411,1997
83290,2372,1961
83291,2428,1995
83292,2271,1799
83293,2424,2010
83294,2362,1960
83295,2414,1988
83296,2431,2019
83297,2433,2020
83298,2433,2009
83299,2427,1987
83300,2435,2021
83301,2426,1985
83302,2437,2008
83303,2428,2013
83304,2432,1988
83305,2440,2009
83306,2432,2025
83307,2421,1987
83308,2439,2011
83309,2424,1979
83310,2443,2009
83311,2437,1989
83312,2421,1983
83313,2422,1992
83314,2421,1977
83315,2427,1977
83316,2430,1981
83317,2444,2004
83318,2417,1977
83319,2423,1974
83320,2442,1983
83321,2339,1958
83322,2444,2000
83323,2440,1997
83324,2414,1975
83325,2418,1973
83326,2453,2016
83327,2448,1998
83328,2416,1984
83329,2296,1825
83330,2442,1994
83331,2340,1964
83332,2300,1818
83333,2458,2032
83334,2458,2012
83335,2338,1947
83336,2302,1821
83337,2339,1972
83338,2455,2027
83339,2464,2017
83340,2337,1972
83341,2342,1972
83342,2453,2007
83343,2459,2001
83344,2456,2004
83345,2470,2021
83346,2448,2024
83347,2456,1999
83348,2470,2007
83349,2458,1996
83350,2445,2019
83351,2444,2047
83352,2442,2021
83353,2471,2004
83354,2475,2046
83355,2442,2020
83356,2439,2019
83357,2481,2027
83358,2477,2011
83359,2476,2042
83360,6485,4593
83361,5509,3345
83362,3113,5824
83363,3117,5820
83364,3114,5815
83365,3122,5817
83366,3112,5817
83367,3125,5820
83368,3119,5812
83369,3125,5821
83370,3111,5810
83371,3109,5812
83372,3128,5824
83373,3115,5807
83374,3109,5805
83375,3130,5817
83376,3121,5824
83377,3114,5805
83378,3124,5828
83379,3117,5803
83380,3103,5805
83381,3133,5830
83382,3136,5813
83383,3120,5803
83384,3109,5800
83385,3129,5833
83386,3136,5827
83387,3136,5834
83388,3140,5810
83389,3128,5831
83390,3134,5824
83391,3138,5837
83392,3123,5795
83393,3140,5824
83394,3127,5800
83395,3139,5831
83396,3133,5838
83397,3134,5840
83398,3138,5822
83399,3125,5791
83400,3142,5834
83401,3144,5822
83402,3123,5790
83403,3134,5798
83404,3142,5819
83405,3131,5795
83406,3135,5797
83407,3130,5795
83408,3134,5794
83409,3134,5787
83410,3134,5793
83411,3136,5782
83412,3145,5794
83413,3143,5789
83414,3142,5781
83415,3144,5788
83416,3152,5791
83417,3145,5775
83418,3150,5786
83419,3150,5782
83420,3155,5780
83421,3156,5785
83422,3158,5789
83423,3163,5784
83424,3163,5782
83425,3162,5788
83426,3166,5786
83427,5948,3905
83428,6801,2224
83429,2595,2392
83430,2601,2392
83431,6651,7572
83432,5106,2828
83433,6449,7314
83434,5586,3440
83435,5581,3434
83436,2990,2895
83437,2999,2901
83438,2999,2904
83439,3003,2885
83440,3004,2884
83441,3003,2882
83442,2999,2880
83443,2996,2883
83444,3006,2868
83445,3002,2859
83446,3004,2878
83447,3002,2852
83448,3005,2850
83449,2995,2849
83450,3012,2848
83451,2982,2864
83452,3016,2847
83453,3001,2838
83454,3015,2854
83455,3022,2845
83456,3007,2837
83457,3013,2869
83458,2985,2833
83459,3022,2851
83460,3013,2835
83461,3004,2825
83462,3019,2834
83463,3021,2869
83464,3028,2871
83465,2785,2631
83466,5701,3586
83467,6670,7594
83468,6670,7592
83469,6670,7585
83470,6672,7585
83471,6672,7587
83472,6672,7591
83473,6672,7592
83474,6672,7594
83475,6670,7572
83476,5149,2881
83477,6801,2221
83478,5893,3831
83479,5898,3811
83480,5901,3813
83481,5888,3808
83482,5913,3828
83483,5880,3798
83484,5913,3795
83485,5919,3825
83486,5883,3787
83487,5921,3828
83488,5919,3790
83489,5915,3786
83490,5920,3830
83491,5918,3789
83492,5921,3787
83493,5920,3786
83494,5919,3784
83495,5915,3781
83496,5914,3831
83497,5928,3832
83498,5922,3837
83499,5918,3783
83500,5929,3833
83501,5917,3830
83502,5915,3778
83503,5916,3833
83504,5918,3780
83505,5917,3780
83506,5918,3778
83507,5931,3835
83508,5918,3832
83509,5917,3835
83510,5918,3809
83511,5923,3777
83512,5919,3834
83513,5917,3775
83514,5921,3778
83515,5933,3838
83516,5918,3771
83517,5934,3838
83518,5918,3770
83519,5933,3842
83520,5919,3840
83521,5940,3838
83522,5940,3837
83523,5942,3829
83524,5935,3848
83525,5942,3839
83526,5944,3828
83527,5944,3828
83528,5944,3843
83529,5928,3764
83530,5937,3833
83531,5937,3851
83532,5942,3814
83533,5946,3844
83534,5947,3835
83535,5933,3836
83536,5939,3823
83537,5941,3833
83538,5926,3757
83539,5951,3835
83540,5942,3836
83541,5955,3825
83542,5952,3847
83543,5935,3859
83544,5952,3847
83545,5934,3757
83546,5928,3756
83547,5944,3857
83548,5956,3824
83549,5925,3753
83550,5954,3849
83551,5946,3858
83552,5958,3824
83553,5955,3839
83554,5928,3759
83555,5942,3860
83556,5927,3752
83557,5953,3854
83558,5950,3817
83559,5931,3748
83560,5954,3856
83561,5956,3858
83562,5969,3822
83563,5946,3812
83564,5951,3861
83565,5943,3821
83566,5958,3851
83567,5958,3849
83568,5968,3817
83569,5948,3862
83570,5918,3737
83571,5957,3847
83572,5964,3853
83573,5956,3846
83574,5966,3813
83575,5972,3815
83576,5968,3849
83577,5966,3847
83578,5924,3731
83579,5964,3809
83580,5965,3845
83581,5971,3854
83582,5964,3818
83583,5965,3844
83584,5965,3818
83585,5973,3856
83586,5961,3805
83587,5964,3841
83588,5930,3728
83589,5990,3818
83590,5931,3731
83591,5954,3813
83592,5960,3798
83593,5959,3798
83594,5954,3812
83595,5964,3800
83596,6452,7315
83597,4847,2495
83598,4847,2486
83599,4847,2479
83600,4842,2480
83601,4858,2479
83602,4857,2476
83603,4857,2464
83604,4876,2481
83605,4881,2482
83606,4877,2476
83607,4870,2460
83608,4871,2488
83609,4894,2481
83610,4894,2487
83611,4908,2480
83612,4887,2497
83613,4909,2476
83614,4828,2422
83615,4870,2431
83616,4930,2473
83617,4902,2457
83618,4934,2472
83619,4941,2470
83620,4884,2417
83621,4934,2459
83622,4821,2397
83623,4858,2410
83624,4806,2438
83625,4942,2461
83626,4942,2456
83627,4914,2496
83628,4942,2453
83629,4951,2461
83630,4960,2466
83631,4961,2466
83632,4949,2457
83633,4857,2395
83634,4860,2425
83635,4933,2453
83636,4960,2471
83637,4841,2398
83638,4857,2390
83639,4802,2383
83640,4973,2466
83641,4847,2396
83642,4909,2513
83643,4940,2434
83644,4869,2405
83645,4935,2433
83646,4940,2426
83647,4983,2476
83648,4942,2424
83649,4938,2423
83650,4956,2497
83651,4934,2420
83652,4990,2483
83653,4850,2427
83654,4955,2504
83655,4948,2413
83656,4994,2486
83657,4945,2411
83658,4936,2409
83659,4927,2429
83660,4936,2408
83661,4998,2490
83662,4941,2411
83663,4956,2413
83664,4926,2436
83665,4974,2491
83666,4944,2404
83667,5009,2500
83668,4977,2499
83669,4941,2390
83670,4913,2435
83671,5013,2504
83672,4925,2452
83673,4959,2387
83674,4944,2383
83675,5016,2502
83676,4958,2538
83677,4903,2410
83678,4953,2384
83679,4952,2393
83680,4947,2378
83681,5012,2516
83682,5012,2497
83683,4954,2380
83684,4951,2379
83685,4979,2518
83686,4952,2380
83687,4955,2378
83688,5025,2513
83689,4950,2371
83690,5026,2509
83691,4959,2378
83692,5024,2490
83693,5029,2516
83694,4959,2375
83695,4948,2365
83696,5031,2519
83697,4958,2371
83698,5031,2501
83699,4945,2360
83700,5029,2480
83701,5027,2501
83702,5036,2526
83703,5016,2518
83704,4943,2353
83705,5039,2523
83706,5039,2533
83707,4957,2360
83708,4942,2349
83709,5044,2521
83710,5035,2519
83711,5040,2538
83712,5042,2531
83713,5033,2533
83714,5047,2521
83715,2809,5432
83716,2813,5436
83717,2817,5416
83718,2821,5418
83719,2821,5419
83720,2822,5417
83721,2823,5419
83722,2817,5386
83723,2816,5385
83724,2824,5385
83725,2807,5282
83726,2791,5239
83727,2790,5232
83728,2804,5158
83729,2828,5157
83730,2807,5162
83731,2855,5111
83732,2810,5203
83733,2848,5183
83734,2851,5097
83735,2846,5098
83736,2845,5097
83737,2855,5090
83738,2842,5095
83739,2840,5093
83740,2845,5091
83741,2862,5082
83742,2835,5090
83743,2863,5116
83744,2832,5088
83745,2833,5094
83746,2850,5083
83747,2867,5077
83748,2834,5084
83749,2853,5083
83750,2829,5099
83751,2830,5107
83752,2836,5080
83753,2828,5111
83754,2876,5095
83755,2835,5111
83756,2822,5078
83757,2826,5114
83758,2819,5078
83759,2825,5105
83760,2872,5097
83761,2879,5091
83762,2831,5117
83763,2818,5090
83764,2815,5078
83765,2815,5079
83766,2814,5078
83767,2822,5120
83768,2817,5089
83769,2868,5101
83770,2883,5095
83771,2876,5086
83772,2882,5058
83773,2878,5104
83774,2820,5071
83775,2873,5083
83776,2885,5098
83777,2886,5135
83778,2819,5073
83779,2888,5134
83780,2885,5138
83781,2875,5107
